"INDICATOR","HFAMDB_405"

"HFAMDB_405","Influenza, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"FIN","","TOTAL","MALE","2010","1"
"FIN","","TOTAL","MALE","2011","14"
"FIN","","TOTAL","FEMALE","1987","35"
"FIN","","TOTAL","FEMALE","1988","36"
"FIN","","TOTAL","FEMALE","1989","86"
"FIN","","TOTAL","FEMALE","1990","105"
"FIN","","TOTAL","FEMALE","1991","39"
"FIN","","TOTAL","FEMALE","1992","47"
"FIN","","TOTAL","FEMALE","1993","163"
"FIN","","TOTAL","FEMALE","1994","68"
"FIN","","TOTAL","FEMALE","1995","32"
"FIN","","TOTAL","FEMALE","1996","124"
"FIN","","TOTAL","FEMALE","1997","43"
"FIN","","TOTAL","FEMALE","1998","92"
"FIN","","TOTAL","FEMALE","1999","103"
"FIN","","TOTAL","FEMALE","2000","100"
"FIN","","TOTAL","FEMALE","2001","13"
"FIN","","TOTAL","FEMALE","2002","19"
"FIN","","TOTAL","FEMALE","2003","48"
"FIN","","TOTAL","FEMALE","2004","34"
"FIN","","TOTAL","FEMALE","2005","15"
"FIN","","TOTAL","FEMALE","2006","11"
"FIN","","TOTAL","FEMALE","2007","14"
"FIN","","TOTAL","FEMALE","2008","8"
"FIN","","TOTAL","FEMALE","2009","9"
"FIN","","TOTAL","FEMALE","2010","4"
"FIN","","TOTAL","FEMALE","2011","13"
"FRA","","TOTAL","FEMALE","1980","641"
"FRA","","TOTAL","FEMALE","1981","1901"
"FRA","","TOTAL","FEMALE","1982","362"
"FRA","","TOTAL","FEMALE","1983","1457"
"FRA","","TOTAL","FEMALE","1984","413"
"FRA","","TOTAL","FEMALE","1985","971"
"FRA","","TOTAL","FEMALE","1986","1442"
"FRA","","TOTAL","FEMALE","1987","326"
"FRA","","TOTAL","FEMALE","1988","651"
"FRA","","TOTAL","FEMALE","1989","870"
"FRA","","TOTAL","FEMALE","1990","1433"
"FRA","","TOTAL","FEMALE","1991","278"
"FRA","","TOTAL","FEMALE","1992","372"
"FRA","","TOTAL","FEMALE","1993","747"
"FRA","","TOTAL","FEMALE","1994","223"
"FRA","","TOTAL","FEMALE","1995","415"
"FRA","","TOTAL","FEMALE","1996","622"
"FRA","","TOTAL","FEMALE","1997","628"
"FRA","","TOTAL","FEMALE","1998","1300"
"FRA","","TOTAL","FEMALE","1999","971"
"FRA","","TOTAL","FEMALE","2000","961"
"FRA","","TOTAL","FEMALE","2001","88"
"FRA","","TOTAL","FEMALE","2002","322"
"FRA","","TOTAL","FEMALE","2003","271"
"FRA","","TOTAL","FEMALE","2004","102"
"FRA","","TOTAL","FEMALE","2005","630"
"FRA","","TOTAL","FEMALE","2006","71"
"FRA","","TOTAL","FEMALE","2007","144"
"FRA","","TOTAL","FEMALE","2008","113"
"FRA","","TOTAL","FEMALE","2009","233"
"FRA","","TOTAL","FEMALE","2010","48"
"FRA","","TOTAL","MALE","1980","393"
"FRA","","TOTAL","MALE","1981","1041"
"FRA","","TOTAL","MALE","1982","233"
"FRA","","TOTAL","MALE","1983","834"
"FRA","","TOTAL","MALE","1984","215"
"FRA","","TOTAL","MALE","1985","515"
"FRA","","TOTAL","MALE","1986","666"
"FRA","","TOTAL","MALE","1987","174"
"FRA","","TOTAL","MALE","1988","369"
"FRA","","TOTAL","MALE","1989","453"
"FRA","","TOTAL","MALE","1990","750"
"FRA","","TOTAL","MALE","1991","147"
"FRA","","TOTAL","MALE","1992","199"
"FRA","","TOTAL","MALE","1993","405"
"FRA","","TOTAL","MALE","1994","109"
"FRA","","TOTAL","MALE","1995","228"
"FRA","","TOTAL","MALE","1996","393"
"FRA","","TOTAL","MALE","1997","304"
"FRA","","TOTAL","MALE","1998","622"
"FRA","","TOTAL","MALE","1999","515"
"FRA","","TOTAL","MALE","2000","600"
"FRA","","TOTAL","MALE","2001","67"
"FRA","","TOTAL","MALE","2002","199"
"FRA","","TOTAL","MALE","2003","179"
"FRA","","TOTAL","MALE","2004","50"
"FRA","","TOTAL","MALE","2005","360"
"FRA","","TOTAL","MALE","2006","46"
"FRA","","TOTAL","MALE","2007","89"
"FRA","","TOTAL","MALE","2008","76"
"FRA","","TOTAL","MALE","2009","140"
"FRA","","TOTAL","MALE","2010","35"
"FRA","","TOTAL","ALL","1980","1034"
"FRA","","TOTAL","ALL","1981","2942"
"FRA","","TOTAL","ALL","1982","595"
"FRA","","TOTAL","ALL","1983","2291"
"FRA","","TOTAL","ALL","1984","628"
"FRA","","TOTAL","ALL","1985","1486"
"FRA","","TOTAL","ALL","1986","2108"
"FRA","","TOTAL","ALL","1987","500"
"FRA","","TOTAL","ALL","1988","1020"
"FRA","","TOTAL","ALL","1989","1323"
"FRA","","TOTAL","ALL","1990","2183"
"FRA","","TOTAL","ALL","1991","425"
"FRA","","TOTAL","ALL","1992","571"
"FRA","","TOTAL","ALL","1993","1152"
"FRA","","TOTAL","ALL","1994","332"
"FRA","","TOTAL","ALL","1995","643"
"FRA","","TOTAL","ALL","1996","1015"
"FRA","","TOTAL","ALL","1997","932"
"FRA","","TOTAL","ALL","1998","1922"
"FRA","","TOTAL","ALL","1999","1486"
"FRA","","TOTAL","ALL","2000","1561"
"FRA","","TOTAL","ALL","2001","155"
"FRA","","TOTAL","ALL","2002","521"
"FRA","","TOTAL","ALL","2003","450"
"FRA","","TOTAL","ALL","2004","152"
"FRA","","TOTAL","ALL","2005","990"
"FRA","","TOTAL","ALL","2006","117"
"FRA","","TOTAL","ALL","2007","233"
"FRA","","TOTAL","ALL","2008","189"
"FRA","","TOTAL","ALL","2009","373"
"FRA","","TOTAL","ALL","2010","83"
"MKD","","TOTAL","ALL","1991","0"
"MKD","","TOTAL","ALL","1992","3"
"MKD","","TOTAL","ALL","1993","1"
"MKD","","TOTAL","ALL","1994","1"
"MKD","","TOTAL","ALL","1995","1"
"MKD","","TOTAL","ALL","1996","2"
"MKD","","TOTAL","ALL","1997","0"
"MKD","","TOTAL","ALL","1998","4"
"MKD","","TOTAL","ALL","1999","2"
"MKD","","TOTAL","ALL","2000","4"
"MKD","","TOTAL","ALL","2001","0"
"MKD","","TOTAL","ALL","2002","0"
"MKD","","TOTAL","ALL","2003","1"
"MKD","","TOTAL","ALL","2004","1"
"MKD","","TOTAL","ALL","2005","0"
"MKD","","TOTAL","ALL","2006","0"
"MKD","","TOTAL","ALL","2007","4"
"MKD","","TOTAL","ALL","2008","1"
"MKD","","TOTAL","ALL","2009","11"
"MKD","","TOTAL","ALL","2010","8"
"MKD","","TOTAL","MALE","1991","0"
"MKD","","TOTAL","MALE","1992","2"
"MKD","","TOTAL","MALE","1993","0"
"MKD","","TOTAL","MALE","1994","0"
"MKD","","TOTAL","MALE","1995","1"
"MKD","","TOTAL","MALE","1996","2"
"MKD","","TOTAL","MALE","1997","0"
"MKD","","TOTAL","MALE","1998","0"
"MKD","","TOTAL","MALE","1999","1"
"MKD","","TOTAL","MALE","2000","3"
"MKD","","TOTAL","MALE","2001","0"
"MKD","","TOTAL","MALE","2002","0"
"MKD","","TOTAL","MALE","2003","1"
"MKD","","TOTAL","MALE","2004","0"
"MKD","","TOTAL","MALE","2005","0"
"MKD","","TOTAL","MALE","2006","0"
"MKD","","TOTAL","MALE","2007","2"
"MKD","","TOTAL","MALE","2008","1"
"MKD","","TOTAL","MALE","2009","6"
"MKD","","TOTAL","MALE","2010","5"
"MKD","","TOTAL","FEMALE","1991","0"
"MKD","","TOTAL","FEMALE","1992","1"
"MKD","","TOTAL","FEMALE","1993","1"
"MKD","","TOTAL","FEMALE","1994","1"
"MKD","","TOTAL","FEMALE","1995","0"
"MKD","","TOTAL","FEMALE","1996","0"
"MKD","","TOTAL","FEMALE","1997","0"
"MKD","","TOTAL","FEMALE","1998","4"
"MKD","","TOTAL","FEMALE","1999","1"
"MKD","","TOTAL","FEMALE","2000","1"
"MKD","","TOTAL","FEMALE","2001","0"
"MKD","","TOTAL","FEMALE","2002","0"
"MKD","","TOTAL","FEMALE","2003","0"
"MKD","","TOTAL","FEMALE","2004","1"
"MKD","","TOTAL","FEMALE","2005","0"
"MKD","","TOTAL","FEMALE","2006","0"
"MKD","","TOTAL","FEMALE","2007","2"
"MKD","","TOTAL","FEMALE","2008","0"
"MKD","","TOTAL","FEMALE","2009","5"
"MKD","","TOTAL","FEMALE","2010","3"
"GEO","","TOTAL","FEMALE","1981","65"
"GEO","","TOTAL","FEMALE","1982","25"
"GEO","","TOTAL","FEMALE","1985","39"
"GEO","","TOTAL","FEMALE","1986","63"
"GEO","","TOTAL","FEMALE","1987","39"
"GEO","","TOTAL","FEMALE","1988","39"
"GEO","","TOTAL","FEMALE","1989","44"
"GEO","","TOTAL","FEMALE","1990","16"
"GEO","","TOTAL","FEMALE","1991","7"
"GEO","","TOTAL","FEMALE","1992","3"
"GEO","","TOTAL","FEMALE","1994","8"
"GEO","","TOTAL","FEMALE","1995","4"
"GEO","","TOTAL","FEMALE","1996","3"
"GEO","","TOTAL","FEMALE","1997","7"
"GEO","","TOTAL","FEMALE","1998","0"
"GEO","","TOTAL","FEMALE","1999","6"
"GEO","","TOTAL","FEMALE","2000","3"
"GEO","","TOTAL","FEMALE","2001","0"
"GEO","","TOTAL","FEMALE","2004","44"
"GEO","","TOTAL","FEMALE","2005","7"
"GEO","","TOTAL","FEMALE","2006","5"
"GEO","","TOTAL","FEMALE","2007","1"
"GEO","","TOTAL","FEMALE","2009","6"
"GEO","","TOTAL","FEMALE","2010","4"
"GEO","","TOTAL","MALE","1981","65"
"GEO","","TOTAL","MALE","1982","30"
"GEO","","TOTAL","MALE","1985","39"
"GEO","","TOTAL","MALE","1986","47"
"GEO","","TOTAL","MALE","1987","42"
"GEO","","TOTAL","MALE","1988","28"
"GEO","","TOTAL","MALE","1989","23"
"GEO","","TOTAL","MALE","1990","15"
"GEO","","TOTAL","MALE","1991","2"
"GEO","","TOTAL","MALE","1992","10"
"GEO","","TOTAL","MALE","1994","7"
"GEO","","TOTAL","MALE","1995","5"
"GEO","","TOTAL","MALE","1996","4"
"GEO","","TOTAL","MALE","1997","6"
"GEO","","TOTAL","MALE","1998","3"
"GEO","","TOTAL","MALE","1999","3"
"GEO","","TOTAL","MALE","2000","4"
"GEO","","TOTAL","MALE","2001","0"
"GEO","","TOTAL","MALE","2004","21"
"GEO","","TOTAL","MALE","2005","5"
"GEO","","TOTAL","MALE","2006","6"
"GEO","","TOTAL","MALE","2007","4"
"GEO","","TOTAL","MALE","2009","7"
"GEO","","TOTAL","MALE","2010","7"
"GEO","","TOTAL","ALL","1981","130"
"GEO","","TOTAL","ALL","1982","55"
"GEO","","TOTAL","ALL","1985","78"
"GEO","","TOTAL","ALL","1986","110"
"GEO","","TOTAL","ALL","1987","81"
"GEO","","TOTAL","ALL","1988","67"
"GEO","","TOTAL","ALL","1989","67"
"GEO","","TOTAL","ALL","1990","31"
"GEO","","TOTAL","ALL","1991","9"
"GEO","","TOTAL","ALL","1992","13"
"GEO","","TOTAL","ALL","1994","15"
"GEO","","TOTAL","ALL","1995","9"
"GEO","","TOTAL","ALL","1996","7"
"GEO","","TOTAL","ALL","1997","13"
"GEO","","TOTAL","ALL","1998","3"
"GEO","","TOTAL","ALL","1999","9"
"GEO","","TOTAL","ALL","2000","7"
"GEO","","TOTAL","ALL","2001","0"
"GEO","","TOTAL","ALL","2004","65"
"GEO","","TOTAL","ALL","2005","12"
"GEO","","TOTAL","ALL","2006","11"
"GEO","","TOTAL","ALL","2007","5"
"GEO","","TOTAL","ALL","2009","13"
"GEO","","TOTAL","ALL","2010","11"
"GRC","","TOTAL","ALL","1980","305"
"GRC","","TOTAL","ALL","1981","165"
"GRC","","TOTAL","ALL","1982","65"
"GRC","","TOTAL","ALL","1983","148"
"GRC","","TOTAL","ALL","1984","50"
"GRC","","TOTAL","ALL","1985","80"
"GRC","","TOTAL","ALL","1986","17"
"GRC","","TOTAL","ALL","1987","2"
"GRC","","TOTAL","ALL","1988","5"
"GRC","","TOTAL","ALL","1989","25"
"GRC","","TOTAL","ALL","1990","28"
"GRC","","TOTAL","ALL","1991","2"
"GRC","","TOTAL","ALL","1992","0"
"GRC","","TOTAL","ALL","1993","3"
"GRC","","TOTAL","ALL","1994","1"
"GRC","","TOTAL","ALL","1995","3"
"GRC","","TOTAL","ALL","1996","1"
"GRC","","TOTAL","ALL","1997","5"
"GRC","","TOTAL","ALL","1998","8"
"GRC","","TOTAL","ALL","1999","13"
"GRC","","TOTAL","ALL","2000","19"
"GRC","","TOTAL","ALL","2001","0"
"GRC","","TOTAL","ALL","2002","1"
"GRC","","TOTAL","ALL","2003","0"
"GRC","","TOTAL","ALL","2004","0"
"GRC","","TOTAL","ALL","2005","1"
"GRC","","TOTAL","ALL","2006","0"
"GRC","","TOTAL","ALL","2007","0"
"GRC","","TOTAL","ALL","2008","0"
"GRC","","TOTAL","ALL","2009","40"
"GRC","","TOTAL","ALL","2010","55"
"GRC","","TOTAL","ALL","2011","112"
"GRC","","TOTAL","MALE","1980","117"
"GRC","","TOTAL","MALE","1981","67"
"GRC","","TOTAL","MALE","1982","25"
"GRC","","TOTAL","MALE","1983","58"
"GRC","","TOTAL","MALE","1984","19"
"GRC","","TOTAL","MALE","1985","29"
"GRC","","TOTAL","MALE","1986","4"
"GRC","","TOTAL","MALE","1987","1"
"GRC","","TOTAL","MALE","1988","1"
"GRC","","TOTAL","MALE","1989","15"
"GRC","","TOTAL","MALE","1990","12"
"GRC","","TOTAL","MALE","1991","1"
"GRC","","TOTAL","MALE","1992","0"
"GRC","","TOTAL","MALE","1993","2"
"GRC","","TOTAL","MALE","1994","0"
"GRC","","TOTAL","MALE","1995","2"
"GRC","","TOTAL","MALE","1996","0"
"GRC","","TOTAL","MALE","1997","2"
"GRC","","TOTAL","MALE","1998","3"
"GRC","","TOTAL","MALE","1999","6"
"GRC","","TOTAL","MALE","2000","8"
"GRC","","TOTAL","MALE","2001","0"
"GRC","","TOTAL","MALE","2002","0"
"GRC","","TOTAL","MALE","2003","0"
"GRC","","TOTAL","MALE","2004","0"
"GRC","","TOTAL","MALE","2005","1"
"GRC","","TOTAL","MALE","2006","0"
"GRC","","TOTAL","MALE","2007","0"
"GRC","","TOTAL","MALE","2008","0"
"GRC","","TOTAL","MALE","2009","25"
"GRC","","TOTAL","MALE","2010","30"
"GRC","","TOTAL","MALE","2011","64"
"GRC","","TOTAL","FEMALE","1980","188"
"GRC","","TOTAL","FEMALE","1981","98"
"GRC","","TOTAL","FEMALE","1982","40"
"GRC","","TOTAL","FEMALE","1983","90"
"GRC","","TOTAL","FEMALE","1984","31"
"GRC","","TOTAL","FEMALE","1985","51"
"GRC","","TOTAL","FEMALE","1986","13"
"GRC","","TOTAL","FEMALE","1987","1"
"GRC","","TOTAL","FEMALE","1988","4"
"GRC","","TOTAL","FEMALE","1989","10"
"GRC","","TOTAL","FEMALE","1990","16"
"GRC","","TOTAL","FEMALE","1991","1"
"GRC","","TOTAL","FEMALE","1992","0"
"GRC","","TOTAL","FEMALE","1993","1"
"GRC","","TOTAL","FEMALE","1994","1"
"GRC","","TOTAL","FEMALE","1995","1"
"GRC","","TOTAL","FEMALE","1996","1"
"GRC","","TOTAL","FEMALE","1997","3"
"GRC","","TOTAL","FEMALE","1998","5"
"GRC","","TOTAL","FEMALE","1999","7"
"GRC","","TOTAL","FEMALE","2000","11"
"GRC","","TOTAL","FEMALE","2001","0"
"GRC","","TOTAL","FEMALE","2002","1"
"GRC","","TOTAL","FEMALE","2003","0"
"GRC","","TOTAL","FEMALE","2004","0"
"GRC","","TOTAL","FEMALE","2005","0"
"GRC","","TOTAL","FEMALE","2006","0"
"GRC","","TOTAL","FEMALE","2007","0"
"GRC","","TOTAL","FEMALE","2008","0"
"GRC","","TOTAL","FEMALE","2009","15"
"GRC","","TOTAL","FEMALE","2010","25"
"GRC","","TOTAL","FEMALE","2011","48"
"HUN","","TOTAL","FEMALE","1980","98"
"HUN","","TOTAL","FEMALE","1981","49"
"HUN","","TOTAL","FEMALE","1982","52"
"HUN","","TOTAL","FEMALE","1983","404"
"HUN","","TOTAL","FEMALE","1984","39"
"HUN","","TOTAL","FEMALE","1985","37"
"HUN","","TOTAL","FEMALE","1986","304"
"HUN","","TOTAL","FEMALE","1987","29"
"HUN","","TOTAL","FEMALE","1988","44"
"HUN","","TOTAL","FEMALE","1989","98"
"HUN","","TOTAL","FEMALE","1990","40"
"HUN","","TOTAL","FEMALE","1991","24"
"HUN","","TOTAL","FEMALE","1992","85"
"HUN","","TOTAL","FEMALE","1993","69"
"HUN","","TOTAL","FEMALE","1994","73"
"HUN","","TOTAL","FEMALE","1995","35"
"HUN","","TOTAL","FEMALE","1996","78"
"HUN","","TOTAL","FEMALE","1997","71"
"HUN","","TOTAL","FEMALE","1998","19"
"HUN","","TOTAL","FEMALE","1999","56"
"HUN","","TOTAL","FEMALE","2000","24"
"HUN","","TOTAL","FEMALE","2001","8"
"HUN","","TOTAL","FEMALE","2002","6"
"HUN","","TOTAL","FEMALE","2003","19"
"HUN","","TOTAL","FEMALE","2004","7"
"HUN","","TOTAL","FEMALE","2005","15"
"HUN","","TOTAL","FEMALE","2006","1"
"HUN","","TOTAL","FEMALE","2007","5"
"HUN","","TOTAL","FEMALE","2008","4"
"HUN","","TOTAL","FEMALE","2009","10"
"HUN","","TOTAL","FEMALE","2010","5"
"HUN","","TOTAL","FEMALE","2011","15"
"HUN","","TOTAL","FEMALE","2012","4"
"HUN","","TOTAL","MALE","1980","83"
"HUN","","TOTAL","MALE","1981","56"
"HUN","","TOTAL","MALE","1982","41"
"HUN","","TOTAL","MALE","1983","413"
"HUN","","TOTAL","MALE","1984","51"
"HUN","","TOTAL","MALE","1985","48"
"HUN","","TOTAL","MALE","1986","306"
"HUN","","TOTAL","MALE","1987","27"
"HUN","","TOTAL","MALE","1988","40"
"HUN","","TOTAL","MALE","1989","87"
"HUN","","TOTAL","MALE","1990","32"
"HUN","","TOTAL","MALE","1991","28"
"HUN","","TOTAL","MALE","1992","70"
"HUN","","TOTAL","MALE","1993","58"
"HUN","","TOTAL","MALE","1994","47"
"HUN","","TOTAL","MALE","1995","43"
"HUN","","TOTAL","MALE","1996","52"
"HUN","","TOTAL","MALE","1997","51"
"HUN","","TOTAL","MALE","1998","11"
"HUN","","TOTAL","MALE","1999","48"
"HUN","","TOTAL","MALE","2000","21"
"HUN","","TOTAL","MALE","2001","7"
"HUN","","TOTAL","MALE","2002","2"
"HUN","","TOTAL","MALE","2003","16"
"HUN","","TOTAL","MALE","2004","4"
"HUN","","TOTAL","MALE","2005","9"
"HUN","","TOTAL","MALE","2006","1"
"HUN","","TOTAL","MALE","2007","5"
"HUN","","TOTAL","MALE","2008","7"
"HUN","","TOTAL","MALE","2009","11"
"HUN","","TOTAL","MALE","2010","3"
"HUN","","TOTAL","MALE","2011","13"
"HUN","","TOTAL","MALE","2012","1"
"HUN","","TOTAL","ALL","1980","181"
"HUN","","TOTAL","ALL","1981","105"
"HUN","","TOTAL","ALL","1982","93"
"HUN","","TOTAL","ALL","1983","817"
"HUN","","TOTAL","ALL","1984","90"
"HUN","","TOTAL","ALL","1985","85"
"HUN","","TOTAL","ALL","1986","610"
"HUN","","TOTAL","ALL","1987","56"
"HUN","","TOTAL","ALL","1988","84"
"HUN","","TOTAL","ALL","1989","185"
"HUN","","TOTAL","ALL","1990","72"
"HUN","","TOTAL","ALL","1991","52"
"HUN","","TOTAL","ALL","1992","155"
"HUN","","TOTAL","ALL","1993","127"
"HUN","","TOTAL","ALL","1994","120"
"HUN","","TOTAL","ALL","1995","78"
"HUN","","TOTAL","ALL","1996","130"
"HUN","","TOTAL","ALL","1997","122"
"HUN","","TOTAL","ALL","1998","30"
"HUN","","TOTAL","ALL","1999","104"
"HUN","","TOTAL","ALL","2000","45"
"HUN","","TOTAL","ALL","2001","15"
"HUN","","TOTAL","ALL","2002","8"
"HUN","","TOTAL","ALL","2003","35"
"HUN","","TOTAL","ALL","2004","11"
"HUN","","TOTAL","ALL","2005","24"
"HUN","","TOTAL","ALL","2006","2"
"HUN","","TOTAL","ALL","2007","10"
"HUN","","TOTAL","ALL","2008","11"
"HUN","","TOTAL","ALL","2009","21"
"HUN","","TOTAL","ALL","2010","8"
"HUN","","TOTAL","ALL","2011","28"
"HUN","","TOTAL","ALL","2012","5"
"ISL","","TOTAL","ALL","1981","16"
"ISL","","TOTAL","ALL","1982","9"
"ISL","","TOTAL","ALL","1983","15"
"ISL","","TOTAL","ALL","1984","6"
"ISL","","TOTAL","ALL","1985","19"
"ISL","","TOTAL","ALL","1986","7"
"ISL","","TOTAL","ALL","1987","2"
"ISL","","TOTAL","ALL","1988","44"
"ISL","","TOTAL","ALL","1989","4"
"ISL","","TOTAL","ALL","1990","0"
"ISL","","TOTAL","ALL","1991","5"
"ISL","","TOTAL","ALL","1992","23"
"ISL","","TOTAL","ALL","1993","5"
"ISL","","TOTAL","ALL","1994","3"
"ISL","","TOTAL","ALL","1995","11"
"ISL","","TOTAL","ALL","1996","6"
"ISL","","TOTAL","ALL","1997","17"
"ISL","","TOTAL","ALL","1998","18"
"ISL","","TOTAL","ALL","1999","29"
"ISL","","TOTAL","ALL","2000","21"
"ISL","","TOTAL","ALL","2001","1"
"ISL","","TOTAL","ALL","2002","7"
"ISL","","TOTAL","ALL","2003","2"
"ISL","","TOTAL","ALL","2004","1"
"ISL","","TOTAL","ALL","2005","29"
"ISL","","TOTAL","ALL","2006","2"
"ISL","","TOTAL","ALL","2007","6"
"ISL","","TOTAL","ALL","2008","6"
"ISL","","TOTAL","ALL","2009","5"
"ISL","","TOTAL","MALE","1981","4"
"ISL","","TOTAL","MALE","1982","3"
"ISL","","TOTAL","MALE","1983","7"
"ISL","","TOTAL","MALE","1984","1"
"ISL","","TOTAL","MALE","1985","8"
"ISL","","TOTAL","MALE","1986","2"
"ISL","","TOTAL","MALE","1987","2"
"ISL","","TOTAL","MALE","1988","12"
"ISL","","TOTAL","MALE","1989","1"
"ISL","","TOTAL","MALE","1990","0"
"ISL","","TOTAL","MALE","1991","1"
"ISL","","TOTAL","MALE","1992","6"
"ISL","","TOTAL","MALE","1993","2"
"ISL","","TOTAL","MALE","1994","1"
"ISL","","TOTAL","MALE","1995","4"
"ISL","","TOTAL","MALE","1996","3"
"ISL","","TOTAL","MALE","1997","11"
"ISL","","TOTAL","MALE","1998","6"
"ISL","","TOTAL","MALE","1999","11"
"ISL","","TOTAL","MALE","2000","7"
"ISL","","TOTAL","MALE","2001","0"
"ISL","","TOTAL","MALE","2002","4"
"ISL","","TOTAL","MALE","2003","2"
"ISL","","TOTAL","MALE","2004","0"
"ISL","","TOTAL","MALE","2005","11"
"ISL","","TOTAL","MALE","2006","1"
"ISL","","TOTAL","MALE","2007","2"
"ISL","","TOTAL","MALE","2008","3"
"ISL","","TOTAL","MALE","2009","2"
"ISL","","TOTAL","FEMALE","1981","12"
"ISL","","TOTAL","FEMALE","1982","6"
"ISL","","TOTAL","FEMALE","1983","8"
"ISL","","TOTAL","FEMALE","1984","5"
"ISL","","TOTAL","FEMALE","1985","11"
"ISL","","TOTAL","FEMALE","1986","5"
"ISL","","TOTAL","FEMALE","1987","0"
"ISL","","TOTAL","FEMALE","1988","32"
"ISL","","TOTAL","FEMALE","1989","3"
"ISL","","TOTAL","FEMALE","1990","0"
"ISL","","TOTAL","FEMALE","1991","4"
"ISL","","TOTAL","FEMALE","1992","17"
"ISL","","TOTAL","FEMALE","1993","3"
"ISL","","TOTAL","FEMALE","1994","2"
"ISL","","TOTAL","FEMALE","1995","7"
"ISL","","TOTAL","FEMALE","1996","3"
"ISL","","TOTAL","FEMALE","1997","6"
"ISL","","TOTAL","FEMALE","1998","12"
"ISL","","TOTAL","FEMALE","1999","18"
"ISL","","TOTAL","FEMALE","2000","14"
"ISL","","TOTAL","FEMALE","2001","1"
"ISL","","TOTAL","FEMALE","2002","3"
"ISL","","TOTAL","FEMALE","2003","0"
"ISL","","TOTAL","FEMALE","2004","1"
"ISL","","TOTAL","FEMALE","2005","18"
"ISL","","TOTAL","FEMALE","2006","1"
"ISL","","TOTAL","FEMALE","2007","4"
"ISL","","TOTAL","FEMALE","2008","3"
"ISL","","TOTAL","FEMALE","2009","3"
"IRL","","TOTAL","FEMALE","1980","32"
"IRL","","TOTAL","FEMALE","1981","52"
"IRL","","TOTAL","FEMALE","1982","24"
"IRL","","TOTAL","FEMALE","1983","35"
"IRL","","TOTAL","FEMALE","1984","14"
"IRL","","TOTAL","FEMALE","1985","40"
"IRL","","TOTAL","FEMALE","1986","52"
"IRL","","TOTAL","FEMALE","1987","9"
"IRL","","TOTAL","FEMALE","1988","17"
"IRL","","TOTAL","FEMALE","1989","26"
"IRL","","TOTAL","FEMALE","1990","41"
"IRL","","TOTAL","FEMALE","1991","4"
"IRL","","TOTAL","FEMALE","1992","13"
"IRL","","TOTAL","FEMALE","1993","31"
"IRL","","TOTAL","FEMALE","1994","8"
"IRL","","TOTAL","FEMALE","1995","12"
"IRL","","TOTAL","FEMALE","1996","11"
"IRL","","TOTAL","FEMALE","1997","14"
"IRL","","TOTAL","FEMALE","1998","12"
"IRL","","TOTAL","FEMALE","1999","16"
"IRL","","TOTAL","FEMALE","2000","24"
"IRL","","TOTAL","FEMALE","2001","5"
"IRL","","TOTAL","FEMALE","2002","2"
"IRL","","TOTAL","FEMALE","2003","3"
"IRL","","TOTAL","FEMALE","2004","4"
"IRL","","TOTAL","FEMALE","2005","1"
"IRL","","TOTAL","FEMALE","2007","1"
"IRL","","TOTAL","FEMALE","2008","2"
"IRL","","TOTAL","FEMALE","2009","2"
"IRL","","TOTAL","FEMALE","2010","1"
"IRL","","TOTAL","MALE","1980","31"
"IRL","","TOTAL","MALE","1981","52"
"IRL","","TOTAL","MALE","1982","12"
"IRL","","TOTAL","MALE","1983","21"
"IRL","","TOTAL","MALE","1984","10"
"IRL","","TOTAL","MALE","1985","19"
"IRL","","TOTAL","MALE","1986","17"
"IRL","","TOTAL","MALE","1987","6"
"IRL","","TOTAL","MALE","1988","7"
"IRL","","TOTAL","MALE","1989","20"
"IRL","","TOTAL","MALE","1990","31"
"IRL","","TOTAL","MALE","1991","5"
"IRL","","TOTAL","MALE","1992","4"
"IRL","","TOTAL","MALE","1993","19"
"IRL","","TOTAL","MALE","1994","3"
"IRL","","TOTAL","MALE","1995","6"
"IRL","","TOTAL","MALE","1996","6"
"IRL","","TOTAL","MALE","1997","7"
"IRL","","TOTAL","MALE","1998","6"
"IRL","","TOTAL","MALE","1999","7"
"IRL","","TOTAL","MALE","2000","20"
"IRL","","TOTAL","MALE","2001","3"
"IRL","","TOTAL","MALE","2002","1"
"IRL","","TOTAL","MALE","2003","3"
"IRL","","TOTAL","MALE","2004","1"
"IRL","","TOTAL","MALE","2005","1"
"IRL","","TOTAL","MALE","2006","1"
"IRL","","TOTAL","MALE","2007","2"
"IRL","","TOTAL","MALE","2008","2"
"IRL","","TOTAL","MALE","2009","2"
"IRL","","TOTAL","MALE","2010","0"
"IRL","","TOTAL","ALL","1980","63"
"IRL","","TOTAL","ALL","1981","104"
"IRL","","TOTAL","ALL","1982","36"
"IRL","","TOTAL","ALL","1983","56"
